id,nazwa,cena,skladniki,url
1169,Neofollics Scalp Therapy,159,"Aqua, Sodium cocoamphoacetate, Lauryl glucoside, Hydrated silica, Glycerin, Coco-glucoside, Methylpropanediol, Cocamidopropyl betaine, Sodium cocoyl glutamate, Sodium Lauryl glucose carboxylate, Piroctone olamine, Hamamelis virginiana leaf extract, Aesculus hippocastanum seed extract, Climbazole, Pelargonium Graveolens oil, Lavendula Hybrida oil, Rosmarinus Officinalis leaf oil, Glycyrrhiza glabra rhizome/root extract, Copper tripeptide-1, Panax ginseng root extract, Acrylates/C10-30 Alkyl Acrylates Crosspolymer, Caprylyl glycol, Hydrolyzed Wheat protein, Polyquaternium-39, Niacinamide, Phenylpropanol, Sodium hydroxide, Linalool, Citronellol, Sodium Benzoate",https://www.hebe.pl/neofollics-szampon-zluszczajacy-do-wlosow-250-ml-71355107.html
1170,Goldwell Dualsenses Men,62,"Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, PEG-18 Glyceryl Oleate/Cocoate, Coco-Glucoside, Piroctone Olamine, Menthool, Caffeine, Paullinia Cupana Seed Extract, PEG-60 Hydrogenated Castor Oil, Sodium Chloride, Polyquaternium-10, Glyoxylic Acid, Panthenol, OctydodecylPCA, Glycerin, Sodium PCA, Sodium Lauroyl Glutamate, Butylene Glycol, Sodium Acetate, Isopropyl Alcohol, Glycoproteins, Salix Nigra (Willow) Bark Extract, Sodium Benzoate, Fragrance/ Parfum, Limonene.",https://www.hebe.pl/goldwell-szampon-przeciwlupiezowy-dla-mezczyzn-300-ml-43933337.html
1171,Schwarzkopf Professional BC Volume Boost Creatine,61,"Aqua (Water, Eau), Cocamidopropyl Betaine, Lauryl Glucoside, Sodium Lauroyl Methyl Isethionate, Sodium Methyl Cocoyl Taurate, Sodium Chloride, Sodium Methyl 2-Sulfolaurate, Creatine, Soy Amino Acids, Wheat Amino Acids, Serine, Threonine, Arginine HCl, Parfum (Fragrance), Sodium Benzoate, Disodium 2-Sulfolaurate, Citric Acid, Sodium Methyl Isethionate, Phenoxyethanol, Lauric Acid, Coconut Acid, Sodium Sulfate, Glycerin, C12-18 Fatty Acids Methyl Esters, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Zinc Laurate, Trisodium Ethylenediamine Disuccinate, Linalool, Sodium Laurate, Urea, Citronellol, Alpha-Isomethyl Ionone, Saccharide Hydrolysate, Propylene Glycol, PEG-120 Methyl Glucose Dioleate, Glycine, Alanine, Magnesium Aspartate, Sodium Hydroxide, Benzyl Alcohol, Potassium Sorbate",https://www.hebe.pl/schwarzkopf-professional-szampon-do-wlosow-zwiekszajacy-objetosc-dla-wlosow-cienkich-i-delikatnych-250-ml-56079852.html
1172,Glossco Professional Curl Therapy,92,"Aqua, Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine, Cocamide DEA, Sodium Chloride, PEG-7 Glyceryl Cocoate, Tetrasodium EDTA, PEG-90 Glyceryl Isostearate, Polyquaternium-7, Guar Hydroxypropyltrimonium Chloride, PEG-6 Caprylic/Capric Glycerides, Cocos Nucifera Oil, Laureth-2, Panthenol, Propylene Glycol, Phenoxyethanol, Ethylhexylglycerin, Sodium Benzoate, Sodium Hydroxide, Citric Acid, Parfum.",https://www.hebe.pl/glossco-professional-nawilzajacy-szampon-do-wlosow-kreconych-i-falowanych-500-ml-45937438.html
1173,Abril et Nature Fepan 2000,79,"Aqua/Water/Eau, Sodium Laureth Sulfate, Coco-Glucoside, Sodium Lauroamphoacetate, Cocamidopropyl Betaine, Acrylates Copolymer, Parfum/Fragance, Styrene Acrylates Copolymer, Polyquaternium-39, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Prolylene Glycol, Rosmarinus Officinalis Leaf Extract, Hedera Helix Leaf Extract, Arnica Montana Flower Extract, Guar Hydroxypropyltrimonium Chloride, Tropaeolum Majus Flower Extract, Thymus Vulgaris Extract, Trigonella Foenum-Graecum Seed Extract, Sodium Hyaluronate, Phenoxyethanol, Malus Domestica (Apple) Fruit Cell Culture Extract, Amodimethicone, Tussilago Farfara Leaf Extract, Achillea Millefolium Extract, Cinchona Succirubra Bark Extract, Calcium Pantothenate, Pyridoxine HCl, Sodium Hydroxide, Citric Acid, Sodium Chloride, Sodium Benzoate, C11-C15 Pareth-7, Laureth-9, Glycerin, Trideceth-12, Potassium Sorbate, Disodium EDTA, Xanthan Gum,Lecithin, Alcohol Denat., Benzoic Acid, Dehydroacetic Acid, Benzyl Alcohol, Citral, Citronellol, Coumarin, Limonene, Linalool.",https://www.hebe.pl/abril-et-nature-szampon-przeciw-wypadaniu-wlosow-250-ml-73650269.html
1174,Kiko Milano Nourish & Protect,96,"AQUA (WATER/EAU), COCAMIDOPROPYL BETAINE, GLYCERIN, SODIUM LAUROYL SARCOSINATE, DISODIUM COCOAMPHODIACETATE, LAURYL GLUC OSIDE, SODIUM CHLORIDE, LACTIC ACID, GLYCOL DISTEARATE, SODIUM BENZOATE, PARFUM (FRAGRANCE), ORYZA SATIVA STARCH (ORYZA SATIVA (RICE ) STARCH), HYDROXYPROPYL STARCH PHOSPHATE, CELLULOSE, SODIUM GLYCOLATE, HYDROLYZED VEGETABLE PROTEIN, HYDROXYACETOPHENONE, 1,2-HEXAN EDIOL, PEG-150 PENTAERYTHRITYL TETRASTEARATE, TETRASODIUM GLUTAMATE DIACETATE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, PEG-6 CAPRYLIC/ CAPRIC GLYCERIDES, HYDROLYZED WALNUT EXTRACT, HYDROXYPROPYLTRIMONIUM HYALURONATE, SODIUM PCA, SODIUM LACTATE, ARGININE, ASPARTIC ACI D, PCA, CITRIC ACID, GLYCINE, ALANINE, SERINE, VALINE, ISOLEUCINE, PROLINE, THREONINE, HISTIDINE, PHENYLALANINE, POTASSIUM SORBATE.",https://www.hebe.pl/kiko-milano-szampon-do-wlosow-i-skory-glowy-200-ml-69192277.html
1175,Dr. Hauschka,129,"Aqua, Moroccan Lava Clay, Glycerin, Mesembryanthemum Crystallinum Juice, Alcohol, Disodium Cocoyl Glutamate, Sodium Cocoyl/Olivoyl Hydrolyzed Oat Protein, Juniperus Communis Fruit Extract, Persea Gratissima Oil, Olea Europaea Fruit Oil, Acetum, Coco-Glucoside, Sodium Cocoyl Glutamate, Fructose, Fructosyl Cocoate/Olivate, Chondrus Crispus Extract, Simmondsia Chinensis Seed Oil, Helianthus Annuus Seed Oil, Xanthan Gum, Amyris Balsamifera Bark Oil, Salvia Triloba Leaf Extract.",https://www.hebe.pl/dr.-hauschka-szampon-do-wlosow-z-glinka-rhassoul-150-ml-000000000000464293.html
1176,Maria Nila Luminous Colour,81,"Aqua/Water/Eau, Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Sodium Lauryl Sulfoacetate, Glycerin, Punica Granatum Fruit Extract, Hydrolyzed Wheat Protein, Phyllostachys Nigra Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Glycol Distearate, Sodium Chloride, Linoleamidopropyl PG-Dimonium Chloride Phosphate Dimethicone, Amodimethicone/Morpholinomethyl Silsesquioxane Copolymer, Guar Hydroxypropyltrimonium Chloride, PEG-150 Pentaerythrityl Tetrastearate, Trideceth-5, Dehydroacetic Acid, Lactic Acid, Quaternium-95, PPG-2 Hydroxyethyl Cocamide, Propanediol, Potassium Sorbate, Disodium EDTA, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Ethylhexylglycerin, Sodium Benzoate, Linalool, Benzyl Salicylate, Limonene, Benzyl Alcohol, Phenoxyethanol, Parfum/Fragrance, CI 16035/Red 40, CI 42090/Blue 1",https://www.hebe.pl/maria-nila-szampon-do-wlosow-farbowanych-i-matowych-100-ml-59564459.html
1177,Noah Strengthening Care,39,"Aqua [Water], Sodium coco-sulfate, Cocamidopropyl betaine, Lavandula angustifolia flower water [Lavandula angustifolia (Lavender) flower water], Phenoxyethanol, Myristyl lactate, Sodium chloride, Sodium olivamphoacetate, Eucalyptus globulus leaf oil, Decyl glucoside, Dicaprylyl ether, Rosmarinus officinalis oil [Rosmarinus officinalis (Rosemary) leaf oil], Benzoic acid, Citric acid, Tetrasodium glutamate diacetate, Glyceryl oleate, Lavandula angustifolia oil [Lavandula angustifolia (Lavender) oil], Dehydroacetic acid, Limonene, Linalool.",https://www.hebe.pl/noah-szampon-wzmacniajacy-do-wlosow-lavender-250-ml-51792959.html
1178,Moroccanoil Dry Shampoo,88,"HYDROFLUOROCARBON 152A, BUTANE, ORYZA SATIVA (RICE) STARCH, SD ALCOHOL 40-B (ALCOHOL DENAT.), DISILOXANE, ARGANIA SPINOSA (ARGAN) KERNEL OIL, PVP, AQUA/WATER/EAU, PARFUM/FRAGRANCE, MAGNESIUM STEARATE, DIISOPROPYL ADIPATE, CETRIMONIUM CHLORIDE, METHOXYCINNAMIDOPROPYL HYDROXYSULTAINE, IRON OXIDES (CI 77491, CI 77492, CI 77499).",https://www.hebe.pl/moroccanoil-suchy-szampon-do-wlosow-ciemnych-62-ml-75838068.html
1179,Klorane Centaury,82,Water (Aqua)*. Decyl Glucoside*. Sodium Cocoyl Isethionate. Disodium Laureth Sulfosuccinate. Disodium Cocoamphodiacetate. Acrylates Copolymer. Centaurea Cyanus Flower Water*. Butylene Glycol*. Caprylyl Glycol. Ceteareth-60 Myristyl Glycol. Citric Acid*. Coco-Glucoside*. Coconut Acid*. Ext. Violet 2 (Ci 60730). Fragrance (Parfum). Glyceryl Oleate*. Glycol Stearate*. Hydrogenated Vegetable Glycerides Citrate*. Laureth-3. Maleic Acid. Polyquaternium-22. Sodium Benzoate. Sodium Chloride. Sodium Hydroxide*. Tocopherol*. Trisodium Ethylenediamine Disuccinate.* Ingredients of natural origin.,https://www.hebe.pl/klorane-szampon-do-wlosow-niwelujacy-zolte-odcienie-400-ml-77159512.html
1180,Axame,23,"Aqua, Ammonium Lauryl Sulfate, Cocamidopropyl Betaine, Ammonium Laureth Sulfate, Cocamide DEA, Polyquaternium-7, Glycerin, Arctium Lappa Root Extract, Inulin, Phenoxyethanol, Fructose, Butylene Glycol, Ethylhexylglycerin, Disodium EDTA, Pogostemon Cablin Leaf Oil, Piper Nigrum Fruit Oil,Juniperus Virginiana Oil, Citric Acid, Elettaria Cardamonum Seed Oil",https://www.hebe.pl/axame-szampon-wzmacniajacy-dla-mezczyzn-250-ml-69190499.html
1181,Glossco Professional Keragloss,61,"Aqua, Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine, Cocamide DEA, PEG-90 Glyceryl Isostearate, PEG-7 Glyceryl Cocoate, Laureth-2, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Panthenol, Macadamia Ternifolia Seed Oil, Avena Sativa Protein Extract, Glycine Soja Protein, Triticum Vulgare Germ Protein, Zea Mays Gluten Protein, Polyquaternium-7, Styrene/Acrylates Copolymer, Tetrasodium EDTA, Propylene Glycol, Citric Acid, Phenoxyethanol, Ethylhexylglycerin, Sodium Hydroxide, Sodium Benzoate, Potassium Sorbate, Parfum, CI 16255, CI 19140",https://www.hebe.pl/glossco-professional-wygladzajacy-szampon-do-wlosow-z-keratyna-240-ml-45937451.html
1182,Tigi Bed Head Self Absorbed,59,"WATER (AQUA/EAU), SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, DIMETHICONOL, FRAGRANCE (PARFUM), SODIUM BENZOATE, GLYCERIN, GLYCOL DISTEARATE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, CARBOMER, GLUCONOLACTONE, CITRIC ACID, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, TEA-DODECYLBENZENESULFONATE, PPG-9, SODIUM SULFATE, COCAMIDE MEA, TREHALOSE, LAURETH-23, DISODIUM EDTA, PEG-45M, PHENOXYETHANOL, SILICA, BENZYL ALCOHOL, BENZYL SALICYLATE, HEXYL CINNAMAL, LIMONENE, LINALOOL, MICA (CI 77019), TITANIUM DIOXIDE (CI 77891).",https://www.hebe.pl/tigi-odzywczy-szampon-do-wlosow-suchych-i-zestresowanych-400-ml-63552039.html
1183,Reuzel 3-in-1 Tea Tree,111,"Water (Aqua), Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Lauryl Sulfate, Harnamelis Virginiana (Witch Hazel) Leaf Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Equisetum Arvense (Horsetail) Extract, Urtica Dioica (Nettle) Extract,Rosmarinus Officinalis (Rosemary) Leaf Extract, Menthol, Glycerin, Citric Acid, Guar Hydroxypropyltrimonium Chloride, Fragrance (Parfum), Polyquaternium-7, Sodium Chloride, Limonene, Benzyl Alcohol, Dehydroacetic Acid.",https://www.hebe.pl/reuzel-wielofunkcyjny-szampon-do-wlosow-i-ciala-1000-ml-56079834.html
1184,Fudge Clean Blonde Damage,84,"Aqua (Water), Sodium lauroyl Methyl Isethionate, Sodium Methyl Cocoyl Taurate, Cocamidopropyl Betaine, lauryl Glucoside, PEG-120 Methyl Glucose Dioleate, Glycerin, Glyceryl Caprylate/Caprate, Glycol Distearate, Parfum (Fragrance), Phenoxyethanol, Sodium Chloride, Benzyl Alcohol, Guar Hydroxypropyltrimonium Chloride, Disodium EDTA, Citric Acid, Pentylene Glycol, Polysilicone-15, Hexyl Cinnamal, Sodium Benzoate, Polyquaternium-7, limonene, Silicone Quaternium-22, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Alpha-Isomethyl Ionone, Coumarin, linalool, Dipropylene Glycol, Polyglyceryl-3 Caprate, Palmitamidopropyltrimonium Chloride, Potassium Sorbate, Propylene Glycol, CI 60730 (Ext. Violet 2)",https://www.hebe.pl/fudge-tonujacy-szampon-regenerujacy-do-wlosow-blond-250-ml-000000000000484426.html
1185,Londa Professional Velvet Oil,64,"woda, laurylosiarczan sodu, laurylosiarczan sodu, chlorek sodu, ksylenosulfonian sodu, kokamidopropylobetaina, cytrynian sodu, pantenol, benzoesan sodu, kwas cytrynowy, perfumy, gliceryna, hydroksypropylometyloceluloza, octan tokoferylu, kwas salicylowy, EDTA tetrasodu, metyloparaben, wodorotlenek sodu, heksylocynamon, salicylan benzylu, limonen, olej z ziaren argania spinosa, Cl 19140, Cl 17200",https://www.hebe.pl/londa-professional-szampon-odzywiajacy-wlosy-250-ml-000000000000529855.html
1186,Jozka,60,"Aqua, Citrus Limon Peel Water*, Acorus Calamus Rhizome Water*, Decyl Glucoside, Sodium Coco-Sulfate, Glycerin, Acorus Calamus Rhizome Extract*, Geum Urbanum Root Extract*, Salvia Officinalis Leaf Extract*, Tocopherol, Coco-Glucoside, Glyceryl Oleate, Sodium Chloride, Citrus Paradisi Peel Oil, Cymbopogon Flexuosus Oil, Guar Hydroxypropyltrimonium Chloride, Benzyl Alcohol, Dehydroacetic Acid, Sodium Benzoate, Potassium Sorbate, Citric Acid, Citral, Geraniol, Limonene. * pochodzące z upraw organicznych",https://www.hebe.pl/jozka-szampon-do-skory-przetluszczajacej-sie-tatarak-kuklik-250-ml-75544188.html
1187,Olive Era Pomergranate,75,"Aqua, Sodium Laureth Sulfate, Sodium Chloride, Sodium Lauroyl Sarcosinate, Cocoamidopropyl Betaine, Parfum, Peg-4 Rapeseedamide, Sodium Benzoate, Potassium Sorbate, Polyquaternium-7, Butylene Glycol, Citric Acid, Disodium Edta, Sodium Glycolate, Phenoxyethanol, Didecyldimonium Chloride, Olea Europaea Fruit Oil, Punica Granatum Fruit Extract, Biosaccharide Gum-1, Cl 14700",https://www.hebe.pl/olive-era-szampon-do-wlosow-z-bio-oliwa-z-oliwek-i-granatem-300-ml-57143852.html
1188,Solfine,59,"AQUA (WATER/EAU),SODIUM MYRETH SULFATE,SODIUM COCOAMPHOACETATE,COCAMIDOPROPYLAMINE OXIDE,ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,GLYCOL CETEARATE,SODIUM LAURETH SULFATE,SODIUM LAUROYL SARCOSINATE,GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE,PROPYLENE GLYCOL,CITRIC ACID,POLYSORBATE-20,PANTHENOL,LAVANDULA ANGUSTIFOLIA OIL (LAVANDULA ANGUSTIFOLIA (LAVENDER)OIL),ROSMARINUS OFFICINALIS LEAF OIL (ROSMARINUS OFFICINALIS(ROSEMARY)LEAF OIL),COCAMIDE DEA,GLYCERIN,MENTHOL,SIMMONDSIA CHINENSIS SEED OIL (SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL),KERATIN AMINO ACIDS,PANAX GINSENG EXTRACT (PANAX GINSENG ROOT EXTRACT )*,ALCOHOL DENAT.,VANILLA PLANIFOLIA FRUIT EXTRACT,PEG-40 HYDROGENATED CASTOR OIL,TOCOPHEROL,HYDROLYZED HYALURONIC ACID,SODIUM HYALURONATE,VITIS VINIFERA SEED EXTRACT (VITIS VINIFERA (GRAPE) SEED EXTRACT),GLYCOPROTEINS,LACTIC ACID,TETRASODIUM EDTA,ETHYLPARABEN,METHYLPARABEN,PROPYLPARABEN,IMIDAZOLIDINYL UREA,SODIUM METHYLPARABEN,SODIUM DEHYDROACETATE,SORBIC ACID,POTASSIUM SORBATE,SODIUM BENZOATE,PHENOXYETHANOL ,PARFUM (FRAGRANCE),LINALOOL,",https://www.hebe.pl/solfine-szampon-przeciw-wypadaniu-wlosow-hair-loss-350-ml-000000000000430226.html
1189,Bjobj,31,"Aqua, Ammonium Lauryl Sulfate, Cocamidopropyl Betaine, Aloe Barbadensis  Leaf Juice*, Erythritol, Decyl Glucoside, Glycerin, Glyceryl Oleate, Coco Glucoside, Guar Hydroxypropyl Trimonium Chloride, Panthenol, Avena Sativa Extract*, Citrus Aurantium Dulcis Flower Extract*, Malva Sylvestris Leaf Extract*, Dicaprylyl Ether, Lactic Acid, Parfum, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate.                                                                                                *składniki pochodzące z kontrolowanych upraw ekologicznych",https://www.hebe.pl/bjobj-delikatny-szampon-do-wszystkich-rodzajow-wlosow-z-aloesem-i-malwa-250-ml-000000000000454119.html
1190,Schwarzkopf Professional BC Bonacure Repair Rescue Arginine,65,"Aqua (Water, Eau),Cocamidopropyl Betaine,Sodium Methyl Cocoyl Taurate,Coco-Glucoside,Sodium Chloride,Sodium Methyl 2-Sulfolaurate,PEG-120 Methyl Glucose Dioleate,Hydroxypropyl Guar Hydroxypropyltrimonium Chloride,Arginine,Soy Amino Acids,Wheat Amino Acids,Serine,Threonine,Arginine HCl,PEG-7 Glyceryl Cocoate,Caprylyl/Capryl Glucoside,Citric Acid,Parfum (Fragrance),Sodium Benzoate,PEG-40 Hydrogenated Castor Oil,Disodium 2-Sulfolaurate,Coconut Acid,Hydrogenated Castor Oil,Guar Hydroxypropyltrimonium Chloride,Sodium Sulfate,C12-18 Fatty Acids Methyl Esters,Linalool,Limonene,Propylene Glycol,Benzyl Alcohol,Sodium Hydroxide,Potassium Sorbate",https://www.hebe.pl/schwarzkopf-professional-szampon-pielegnacyjny-do-wlosow-zniszczonych-250-ml-51793044.html
1191,Coslys,63,"Aqua (water), spiraea ulmaria flower water*, sodium coco-sulfate, glycerin, cocamidopropyl betaine, polyglyceryl-2 lauroate, coco-glucoside, glyceryl oleate, hydrolyzed wheat protein, limonium narbonense flower/leaf/stem extract, aloe barbadensis leaf juice powder*, sodium lauryl glucose carboxylate, lavandula angustifolia (lavender) flower extract, rosmarinus officinalis (rosemary) leaf extract, salvia officinalis (sage) leaf extract, thymus vulgaris (thyme) flower/leaf extract, tocopherol, coconut alcohol, lauryl glucoside, acetum (vinegar), sodium chloride, sodium sulfate, dicaprylyl ether, lauryl alcohol, glycine soja (soybean) oil, potassium hydroxide, dehydroacetic acid, parfum (fragrance), benzyl alcohol, sodium benzoate, potassium sorbate, limonene, linalool.",https://www.hebe.pl/coslys-szampon-do-wlosow-farbowanych-250-ml-66717438.html
1192,Tigi Bed Head Colour Care Serial Blonde,62,"WATER (AQUA/EAU), SODIUM COCOYL ISETHIONATE, SODIUM LAURYL SULFOACETATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, GLYCOL DISTEARATE, GLYCERIN, PHENOXYETHANOL, FRAGRANCE (PARFUM), CARBOMER, COCONUT ACID, SODIUM ISETHIONATE, DIMETHICONOL, POLYQUATERNIUM-10, PPG-9, LAURETH-4, NONFAT DRY MILK (SINE ADIPE LAC/POUDRE DE LAIT ÉCRÉMÉ), HYDROLYZED PEARL, ORYZA SATIVA (RICE) BRAN EXTRACT, DISODIUM EDTA, TEA-DODECYLBENZENESULFONATE, AMODIMETHICONE, LAURETH-23, SODIUM BENZOATE, LACTIC ACID, CITRIC ACID, ORYZA SATIVA (RICE) GERM OIL, XANTHAN GUM, PEG-45M, MAGNESIUM NITRATE, CETRIMONIUM CHLORIDE, TRIDECETH-12, POTASSIUM CHLORIDE, SILICA, METHYLCHLOROISOTHIAZOLINONE, MAGNESIUM CHLORIDE, METHYLISOTHIAZOLINONE, HEXYL CINNAMAL, LINALOOL, EXT. VIOLET 2 (CI 60730), MICA (CI 77019), TITANIUM DIOXIDE (CI 77891).",https://www.hebe.pl/tigi-szampon-do-chlodnego-blondu-400-ml-75544351.html
1193,Nanoil Argan,39,"Aqua, Sodium Laureth Sulfate, Disodium Cocoamphodiacetate, PEG-7 Glyceryl Cocoate, Sodium Chloride, Argania Spinosa Kernel Oil, Olus Oil, Tocopherol, Hydrolyzed Sericin, Glycerin, Hydrolyzed Caesalpinia Spinosa Gum, Caesalpinia Spinosa Gum, Cocamide MEA, Polyquaternium-10, Parfum, PEG- 40 Hydrogenated Castor Oil, Citric Acid, DMDM Hydantoin, Methylchloroisothiazolinone, Methylisothiazolinone, Phenoxyethanol, Ethylhexylglycerin, Sodium Benzoate, Potassium Sorbate, Hexyl Cinnamal, Linalool, CI 15985, Sodium Sulfate.",https://www.hebe.pl/nanoil-micelarny-szampon-do-wlosow-z-olejkiem-arganowym-300-ml-50703544.html
1194,Trawiaste,89,"Glycerin, Aqua, Coco-glucoside, Panthenol, Leuconostoc/Radish Root Ferment Filtrate, Lactobacillus, Cocos Nucifera Fruit Extract, Althaea Officinalis Leaf Extract, Algin, Helianthus Annuus Seed Oil, Orbignya Cohune Seed Oil, Hibiscus Rosa Sinensis Flower Extract, Saponaria Officinalis Root Extract, Prunus Armeniaca Kernel Oil, Agropyron Repens Root Extract, Ribes Nigrum Fruit, Beta Carotene SKŁADNIKI: Gliceryna roślinna, woda, ekstrakt na bazie oleju kokosowego i cukrów, wit B5, ekstrakt z fermentacji korzenia rzodkwi, ekstrakt z owocu kokosa, ekstrakt z korzenia prawoślazu, ekstrakt z alg brunatnych, olej z nasion słonecznika, olej z orzechów babassu, ekstrakt z kwiatów hibiskusa, ekstrakt z korzenia mydlnicy, olej z pestek moreli, ekstrakt z korzenia perzu, ekstrakt z owoców czarnej porzeczki, wyciąg z marchwi.",https://www.hebe.pl/trawiaste-szampon-roslinny-do-wlosow-z-hibiskusem-i-prawoslazem-250-ml-43659132.html
1195,Hollywood Hair,139,"WATER, CETEARYL ALCOHOL STEARTRIMONIUM CHLORIDE STEARYL ALCOHOL, BEHENTRIMONIUM CHLORIDE, DIMETHICONE, PANTHENOL HYDROXYETHYLCELLULOSE ARGANIA SPINOSA KERNEL OIL, PARFUM PHENOXYETHANOL",https://www.hebe.pl/hollywood-hair-szampon-arganowy-do-wlosow-extra-nawilzenie-400-ml-75746535.html
1196,Faerie,52,"Aqua, Decyl Glucoside, Lauryl Glucoside, Cocamidopropyl Betaine, Aloe Barbadensis Leaf Juice, Glycerin, Lactobacillus/Arundinaria Gigantea Ferment Filtrate, Panthenol, Ginkgo Biloba Leaf Extract, Avena Sativa Flower/Leaf/Stem Extract, Xanthan Gum, Leuconostoc/Radish Root Ferment Filtrate, Benzyl Alcohol, Dehydroacetic Acid, Parfum, Lactic Acid, Citric Acid, Sodium Benzoate, Potassium Sorbate",https://www.hebe.pl/faerie-delikatny-szampon-do-wlosow-250-ml-74221726.html
1197,Kevin Murphy Smooth.Again.Wash,151,"Water (Aqua) (Eau), Dimethicone, Glycerin, Stearyl Alcohol, Cetyl Alcohol, PPG-3 Benzyl Ether Myristate, Tocopherol, Gardenia Taitensis Flower Extract, Laurdimonium Hydroxypropyl Hydrolyzed Keratin, Keratin Amino Acids, Helianthus Annuus (Sunflower) Seed Extract, Theobroma Cacao (Cocoa) Seed Butter, Mangifera Indica (Mango) Seed Butter, Astrocaryum Murumuru Seed Butter, Butyrospermum Parkii (Shea) Butter, Simmondsia Chinensis (Jojoba) Seed Oil, Olea Europaea (Olive) Fruit Oil, Mauritia Flexuosa Fruit Oil, Bertholletia Excelsa Seed Oil, Aleurites Moluccanus Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Cocos Nucifera (Coconut) Oil, Linum Usitatissimum (Linseed) Seed Oil, Guar Hydroxypropyltrimonium Chloride, Sorbitan Oleate, Palmitoyl Myristyl Serinate, Dimethicone PEG-8 Meadowfoamate, Behentrimonium Chloride, Polyquaternium-37, Propylene Glycol Dicaprylate/​Dicaprate, Trimethylsiloxyamodimethicone, PEG-8, PPG-1 Trideceth-6, C11-15 Pareth-7, Trideceth-12, C12-16 Pareth-9, C10-11 Isoparaffin, PEG-8/​Smdi Copolymer, Sodium Polyacrylate, Acrylates/​Stearyl Methacrylate Copolymer, Butylene Glycol, Isopropyl Alcohol, Benzophenone-4, Tetrasodium EDTA, Phenoxyethanol, Caprylyl Glycol, Sorbic Acid, Citric Acid, Fragrance (Parfum), Limonene, Citronellol, Linalool",https://www.hebe.pl/kevin-murphy-szampon-wygladzajacy-do-wlosow-puszacych-sie-250-ml-72322792.html
1198,Korres,64,"AQUA/ WATER/ EAU, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, GLYCERIN, LAURETH-7 CITRATE, ACRYLATES COPOLYMER, GLYCOL DISTEARATE, ALTHAEA OFFICINALIS ROOT EXTRACT, BENZYL ALCOHOL, BUTYLENE GLYCOL, COCO-GLUCOSIDE, COUMARIN, DECYL GLUCOSIDE, DICAPRYLYL ETHER, GLYCERYL OLEATE, GLYCERYL STEARATE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, HYDROLYZED WHEAT PROTEIN, HYDROLYZED WHEAT STARCH, LACTITOL, LEVULINIC ACID, LIMONIUM GERBERI EXTRACT, LINALOOL, LINUM USITATISSIMUM (LINSEED) SEED EXTRACT, NIACINAMIDE, ORIGANUM DICTAMNUS FLOWER/ LEAF/ STEM EXTRACT, ORIGANUM MAJORANA LEAF EXTRACT, PANTHENOL, PARFUM (FRAGRANCE), POLYQUATERNIUM-10, POTASSIUM SORBATE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) FRUIT EXTRACT, SALICYLIC ACID, SIDERITIS SYRIACA EXTRACT, SODIUM BENZOATE, SODIUM COCOAMPHOACETATE, SODIUM HYDROXIDE, SODIUM LEVULINATE, SORBIC ACID, TETRASODIUM GLUTAMATE DIACETATE, XANTHAN GUM, XYLITOL.",https://www.hebe.pl/korres-szampon-z-wyciagiem-z-migdalow-i-olejem-lnianym-do-wlosow-suchych-250-ml-000000000000530920.html
